11
8
15
9
13
8
11
8
14
11
11
19.0
28.0
70.0
30.0
27.0
78.0
55.0
47.0
44.0
33.0
34.0
50.0
66.0
66.0
69.0
94.0
53.0
56.0
86.0
100.0
