11
21
15
16
12
18
19
16
25
47
33
15.0
19.0
13.0
25.0
50.0
40.0
66.0
35.0
55.0
80.0
33.0
41.0
22.0
16.0
18.0
11.0
8.0
15.0
9.0
13.0
